Player,Number seasons,Games played,At bats,Runs,Hits,Doubles,Triples,Home runs,RBIs,Walks,Strikeouts,Batting average,On base pct,Slugging pct,Fielding ave,Position,Hall of Fame
BIFF POCOROBA,10,596,1457,132,374,71,2,21,172,182,109,0.257,0.342,0.351,0.982,Catcher,0
PAUL POPOVICH,11,682,1732,176,403,42,9,14,134,127,151,0.233,0.288,0.292,0.982,Second base,0
DARRELL PORTER,17,1782,5539,765,1369,237,48,188,826,905,1025,0.247,0.357,0.409,0.982,Catcher,0
WALLY POST,15,1204,4007,594,1064,194,28,210,699,331,813,0.266,0.325,0.485,0.97,Outfield,0
JAKE POWELL,11,688,2540,353,689,116,26,22,327,173,219,0.271,0.32,0.363,0.975,Outfield,0
BOOG POWELL,17,2042,6681,889,1776,270,11,339,1187,1001,1226,0.266,0.364,0.462,0.991,First base,0
VIC POWER,12,1627,6046,765,1716,290,49,126,658,279,247,0.284,0.317,0.411,0.994,First base,0
MIKE POWERS,11,647,2088,183,450,72,13,4,199,72,.,0.216,0.248,0.268,0.965,Catcher,0
DEL PRATT,13,1836,6826,856,1996,392,117,43,968,513,360,0.292,0.345,0.403,0.96,Second base,0
JERRY PRIDDY,11,1296,4720,612,1252,232,46,61,541,624,639,0.265,0.353,0.373,0.973,Second base,0
GREG PRYOR,10,789,1883,204,471,85,9,14,146,104,185,0.25,0.293,0.327,0.952,Third base,0
TERRY PUHL,15,1531,4855,676,1361,226,56,62,435,505,507,0.28,0.351,0.388,0.993,Outfield,0
BLONDIE PURCELL,12,1097,4563,767,1217,177,60,13,310,284,170,0.267,0.314,0.34,0.869,Outfield,0
FRANKIE PYTLAK,12,795,2399,316,677,100,36,7,272,247,97,0.282,0.355,0.363,0.991,Catcher,0
JOE QUINN,17,1768,6879,891,1797,228,70,29,794,364,214,0.261,0.302,0.327,0.946,Second base,0
JAMIE QUIRK,18,984,2266,193,544,100,7,43,247,177,435,0.24,0.3,0.347,0.982,Catcher,0
RIP RADCLIFF,10,1081,4074,598,1267,205,50,42,533,310,141,0.311,0.362,0.417,0.967,Outfield,0
DAVE RADER,10,846,2405,254,619,107,12,30,235,245,180,0.257,0.329,0.349,0.983,Catcher,0
DOUG RADER,11,1465,5186,631,1302,245,39,155,722,528,1055,0.251,0.325,0.403,0.956,Third base,0
PAUL RADFORD,12,1361,4979,945,1206,176,57,13,417,791,373,0.242,0.351,0.308,0.901,Outfield,0
RAFAEL RAMIREZ,13,1539,5494,562,1432,224,31,53,484,264,621,0.261,0.297,0.342,0.953,Shortstop,0
LEN RANDLE,12,1138,3950,488,1016,145,40,27,322,372,505,0.257,0.323,0.335,0.953,Third base,0
WILLIE RANDOLPH,18,2202,8018,1239,2210,316,65,54,687,1243,675,0.276,0.375,0.351,0.98,Second base,0
BILL RARIDEN,12,982,2877,272,682,105,24,7,272,340,251,0.237,0.32,0.298,0.973,Catcher,0
JOHNNY RAWLINGS,12,1080,3719,409,928,122,28,14,303,257,275,0.25,0.303,0.309,0.968,Second base,0
JOHNNY RAY,10,1353,5188,604,1502,294,36,53,594,353,329,0.29,0.336,0.391,0.982,Second base,0
PEE-WEE REESE,16,2166,8058,1338,2170,330,80,126,885,1210,890,0.269,0.366,0.377,0.962,Shortstop,2
RICH REESE,10,866,2020,248,512,73,17,52,245,158,270,0.253,0.314,0.384,0.992,First base,0
RICK REICHARDT,11,997,3307,391,864,109,24,116,445,263,672,0.261,0.328,0.414,0.982,Outfield,0
JOHN REILLY,10,1142,4684,898,1352,215,139,69,335,157,156,0.289,0.325,0.438,0.972,First base,0
PETE REISER,10,861,2662,473,786,155,41,58,368,343,369,0.295,0.38,0.45,0.979,Outfield,0
KEN REITZ,11,1344,4777,366,1243,243,12,68,548,184,518,0.26,0.293,0.359,0.97,Third base,0
JERRY REMY,10,1154,4455,605,1226,140,38,7,329,356,404,0.275,0.329,0.328,0.981,Second base,0
MERV RETTENMUND,13,1023,2555,393,693,114,16,66,329,445,382,0.271,0.383,0.406,0.985,Outfield,0
CARL REYNOLDS,13,1222,4495,672,1357,247,107,80,699,260,308,0.302,0.346,0.458,0.97,Outfield,0
CRAIG REYNOLDS,15,1491,4466,480,1142,143,65,42,377,227,406,0.256,0.293,0.345,0.966,Shortstop,0
DEL RICE,17,1309,3826,342,908,177,20,79,441,382,522,0.237,0.312,0.356,0.987,Catcher,0
SAM RICE,20,2404,9269,1514,2987,498,184,34,1078,708,275,0.322,0.374,0.427,0.965,Outfield,2
HARRY RICE,10,1034,3740,620,1118,186,63,48,506,376,194,0.299,0.368,0.421,0.966,Outfield,0
JIM RICE,16,2089,8225,1249,2452,373,79,382,1451,670,1423,0.298,0.356,0.502,0.98,Outfield,0
HARDY RICHARDSON,14,1331,5642,1120,1688,303,126,70,822,377,445,0.299,0.344,0.435,0.915,Second base,0
DANNY RICHARDSON,11,1131,4451,676,1129,149,52,32,558,283,289,0.254,0.301,0.332,0.94,Second base,0
BOBBY RICHARDSON,12,1412,5386,643,1432,196,37,34,390,262,243,0.266,0.301,0.335,0.979,Second base,0
LEW RIGGS,10,760,2477,298,650,110,43,28,271,181,140,0.262,0.317,0.375,0.945,Third base,0
CLAUDE RITCHEY,13,1671,5919,708,1618,215,68,18,673,607,.,0.273,0.348,0.342,0.957,Second base,0
JIM RIVERA,10,1171,3552,503,911,155,56,83,422,365,523,0.256,0.33,0.402,0.977,Outfield,0
MICKEY RIVERS,15,1468,5629,785,1660,247,71,61,499,266,471,0.295,0.329,0.397,0.982,Outfield,0
PHIL RIZZUTO,13,1661,5816,877,1588,239,62,38,563,651,398,0.273,0.351,0.355,0.968,Shortstop,2
DAVE ROBERTS,10,709,2017,194,483,77,7,49,208,128,361,0.239,0.288,0.357,0.983,Third base,0
LEON ROBERTS,11,901,2737,342,731,126,28,78,328,256,428,0.267,0.335,0.419,0.982,Outfield,0
BOB ROBERTSON,11,829,2385,283,578,93,10,115,368,317,546,0.242,0.334,0.434,0.994,First base,0
SHERRY ROBERTSON,10,597,1507,200,346,55,18,26,151,202,238,0.23,0.323,0.342,0.946,Outfield,0
BROOKS ROBINSON,23,2896,10654,1232,2848,482,68,268,1357,860,990,0.267,0.325,0.401,0.971,Third base,1
FRANK ROBINSON,21,2808,10006,1829,2943,528,72,586,1812,1420,1532,0.294,0.392,0.537,0.984,Outfield,1
JACKIE ROBINSON,10,1382,4877,947,1518,273,54,137,734,740,291,0.311,0.41,0.474,0.983,Second base,1
WILBERT ROBINSON,17,1371,5075,637,1388,212,51,18,622,286,178,0.273,0.316,0.346,0.941,Catcher,0
EDDIE ROBINSON,13,1315,4282,546,1146,172,24,172,723,521,359,0.268,0.354,0.44,0.99,First base,0
YANK ROBINSON,10,978,3428,697,825,148,44,15,219,664,180,0.241,0.375,0.323,0.887,Second base,0
BILL ROBINSON,16,1472,4364,536,1127,229,29,166,641,263,820,0.258,0.303,0.438,0.979,Outfield,0
ANDRE RODGERS,11,854,2521,268,628,112,23,45,245,290,507,0.249,0.331,0.365,0.956,Shortstop,0
AURELIO RODRIGUEZ,17,2017,6611,612,1570,287,46,124,648,324,943,0.237,0.276,0.351,0.964,Third base,0
GARY ROENICKE,12,1064,2708,367,670,135,4,121,410,406,428,0.247,0.354,0.434,0.988,Outfield,0
BILLY ROGELL,14,1482,5149,755,1375,256,75,42,609,649,416,0.267,0.351,0.37,0.956,Shortstop,0
COOKIE ROJAS,16,1822,6309,714,1660,254,25,54,593,396,489,0.263,0.309,0.337,0.984,Second base,0
RED ROLFE,10,1175,4827,942,1394,257,67,69,497,526,335,0.289,0.36,0.413,0.956,Third base,0
RICH ROLLINS,10,1002,3303,419,887,125,20,77,399,266,410,0.269,0.33,0.388,0.947,Third base,0
JOHNNY ROMANO,10,905,2767,355,706,112,10,129,417,414,485,0.255,0.358,0.443,0.99,Catcher,0
ED ROMERO,12,730,1912,218,473,79,1,8,155,140,159,0.247,0.3,0.302,0.958,Shortstop,0
PHIL ROOF,15,857,2151,190,463,69,13,43,210,184,504,0.215,0.284,0.319,0.986,Catcher,0
BUDDY ROSAR,13,988,3198,335,836,147,15,18,367,315,161,0.261,0.33,0.334,0.992,Catcher,0
PETE ROSE,24,3562,14053,2165,4256,746,135,160,1314,1566,1143,0.303,0.377,0.409,0.991,Outfield,0
JOHNNY ROSEBORO,14,1585,4847,512,1206,190,44,104,548,547,677,0.249,0.329,0.371,0.989,Catcher,0
AL ROSEN,10,1044,3725,603,1063,165,20,192,717,587,385,0.285,0.386,0.495,0.961,Third base,0
JACK ROTHROCK,11,1014,3350,498,924,162,35,28,327,299,312,0.276,0.336,0.37,0.976,Outfield,0
EDD ROUSH,18,1967,7363,1099,2376,339,182,68,981,484,260,0.323,0.369,0.446,0.972,Outfield,2
JACK ROWE,12,1044,4386,764,1256,202,88,28,644,224,177,0.286,0.323,0.392,0.882,Shortstop,0
JERRY ROYSTER,16,1428,4208,552,1049,165,33,40,352,411,534,0.249,0.318,0.333,0.951,Third base,0
JOE RUDI,16,1547,5556,684,1468,287,39,179,810,369,870,0.264,0.314,0.427,0.991,Outfield,0
MUDDY RUEL,19,1468,4514,494,1242,187,29,4,534,606,238,0.275,0.365,0.332,0.982,Catcher,0
PETE RUNNELS,14,1799,6373,876,1854,282,64,49,630,844,627,0.291,0.376,0.378,0.994,First base,0
JIM RUSSELL,10,1035,3595,554,959,175,51,67,428,503,427,0.267,0.36,0.4,0.981,Outfield,0
BILL RUSSELL,18,2181,7318,796,1926,293,57,46,627,483,667,0.263,0.312,0.338,0.96,Shortstop,0
BABE RUTH,22,2503,8399,2174,2873,506,136,714,2213,2056,1330,0.342,0.474,0.69,0.968,Outfield,1
CONNIE RYAN,12,1184,3982,535,988,181,42,56,381,518,514,0.248,0.337,0.357,0.97,Second base,0
JIMMY RYAN,18,2012,8164,1642,2502,451,157,118,1093,803,361,0.306,0.374,0.444,0.918,Outfield,0
JACK RYAN,13,616,2192,245,476,69,29,4,154,85,80,0.217,0.248,0.281,0.947,Catcher,0
MIKE RYAN,11,636,1920,146,370,60,12,28,161,152,370,0.193,0.253,0.28,0.991,Catcher,0
LENN SAKATA,11,565,1289,163,296,46,4,25,109,97,158,0.23,0.288,0.33,0.982,Second base,0
LUIS SALAZAR,13,1302,4101,438,1070,144,33,94,455,179,653,0.261,0.294,0.381,0.95,Third base,0
MANNY SANGUILLEN,13,1448,5062,566,1500,205,57,65,585,223,331,0.296,0.329,0.398,0.986,Catcher,0
RON SANTO,15,2243,8143,1138,2254,365,67,342,1331,1108,1343,0.277,0.366,0.464,0.954,Third base,0
TOM SATRIANO,10,674,1623,130,365,53,5,21,157,214,225,0.225,0.317,0.303,0.987,Catcher,0
HANK SAUER,15,1399,4796,709,1278,200,19,288,876,561,714,0.266,0.347,0.496,0.974,Outfield,0
CARL SAWATSKI,11,633,1449,133,351,46,5,58,213,191,251,0.242,0.333,0.401,0.988,Catcher,0
PAUL SCHAAL,11,1128,3555,436,869,132,26,57,323,516,466,0.244,0.344,0.344,0.943,Third base,0
GERMANY SCHAEFER,15,1150,3784,497,972,117,48,9,308,333,28,0.257,0.319,0.32,0.954,Second base,0
RAY SCHALK,18,1762,5306,579,1345,199,49,11,594,638,355,0.253,0.34,0.316,0.981,Catcher,2
WALLY SCHANG,19,1842,5307,769,1506,264,90,59,710,849,573,0.284,0.393,0.401,0.967,Catcher,0
MIKE SCHMIDT,18,2404,8352,1506,2234,408,59,548,1595,1507,1883,0.267,0.384,0.527,0.955,Third base,1
WALTER SCHMIDT,10,766,2411,216,619,63,20,3,234,137,105,0.257,0.301,0.303,0.98,Catcher,0
RED SCHOENDIENST,19,2216,8479,1223,2449,427,78,84,773,606,346,0.289,0.338,0.387,0.983,Second base,2
DICK SCHOFIELD.SR.,19,1321,3083,394,699,113,20,21,211,390,526,0.227,0.319,0.297,0.961,Shortstop,0
OSSE SCHRECKENGOST,11,895,3057,304,829,136,31,9,338,102,.,0.271,0.297,0.345,0.97,Catcher,0
POP SCHRIVER,14,800,2727,367,720,117,40,16,375,223,118,0.264,0.329,0.354,0.934,Catcher,0
FRANK SCHULTE,15,1806,6533,906,1766,288,124,92,792,545,515,0.27,0.332,0.395,0.966,Outfield,0
FRED SCHULTE,11,1179,4259,686,1241,249,54,47,593,462,361,0.291,0.362,0.408,0.976,Outfield,0
JOE SCHULTZ,11,703,1959,235,558,83,19,15,249,116,102,0.285,0.327,0.37,0.966,Outfield,0
MIKE SCIOSCIA,13,1441,4373,398,1131,198,12,68,446,567,307,0.259,0.347,0.356,0.988,Catcher,0
TONY SCOTT,11,991,2803,331,699,111,28,17,253,186,464,0.249,0.3,0.327,0.986,Outfield,0
GEORGE SCOTT,14,2034,7433,957,1992,306,60,271,1051,699,1418,0.268,0.335,0.435,0.99,First base,0
EVERETT SCOTT,13,1654,5837,552,1455,208,58,20,551,243,282,0.249,0.281,0.315,0.965,Shortstop,0
KIP SELBACH,13,1610,6158,1064,1803,299,149,44,779,783,76,0.293,0.376,0.411,0.944,Outfield,0
ANDY SEMINICK,15,1304,3921,495,953,139,26,164,556,582,780,0.243,0.347,0.417,0.977,Catcher,0
HANK SEVEREID,15,1390,4312,408,1245,204,42,17,539,331,169,0.289,0.342,0.367,0.978,Catcher,0
LUKE SEWELL,20,1630,5383,653,1393,272,56,20,696,486,307,0.259,0.323,0.341,0.978,Catcher,0
JOE SEWELL,14,1903,7132,1141,2226,436,68,49,1055,842,114,0.312,0.391,0.413,0.951,Shortstop,2
CY SEYMOUR,16,1528,5682,737,1723,229,96,52,799,354,32,0.303,0.346,0.405,0.945,Outfield,0
ORATOR SHAFFER,11,842,3442,584,974,162,52,10,241,227,218,0.283,0.328,0.369,0.865,Outfield,0
HOWIE SHANKS,14,1665,5699,604,1440,211,96,25,620,415,443,0.253,0.308,0.337,0.971,Outfield,0
MERV SHEA,11,439,1197,105,263,39,7,5,115,189,145,0.22,0.327,0.277,0.976,Catcher,0
JIMMY SHECKARD,17,2122,7605,1296,2084,354,136,56,813,1135,233,0.274,0.375,0.378,0.958,Outfield,0
JOHN SHELBY,11,1036,3090,389,739,128,24,70,313,182,671,0.239,0.282,0.364,0.982,Outfield,0
BILLY SHINDLE,13,1422,5807,992,1560,226,97,31,758,388,240,0.269,0.323,0.357,0.892,Third base,0
GEORGE SHOCH,11,706,2536,414,671,89,28,10,323,298,115,0.265,0.355,0.334,0.912,Outfield,0
BURT SHOTTON,14,1388,4949,746,1338,154,65,9,290,714,382,0.27,0.365,0.333,0.942,Outfield,0
NORM SIEBERN,12,1406,4481,662,1217,206,38,132,636,708,748,0.272,0.372,0.423,0.992,First base,0
DICK SIEBERT,11,1035,3917,439,1104,204,40,32,482,276,185,0.282,0.332,0.379,0.99,First base,0
ROY SIEVERS,17,1887,6387,945,1703,292,42,318,1147,841,920,0.267,0.357,0.475,0.991,First base,0
CHARLIE SILVERA,10,227,482,34,136,15,2,1,52,53,32,0.282,0.356,0.328,0.985,Catcher,0
AL SIMMONS,20,2215,8759,1507,2927,539,149,307,1827,615,737,0.334,0.38,0.535,0.982,Outfield,1
TED SIMMONS,21,2456,8680,1074,2472,483,47,248,1389,855,694,0.285,0.352,0.437,0.987,Catcher,0
DUKE SIMS,11,843,2422,263,580,80,6,100,310,338,483,0.239,0.341,0.401,0.986,Catcher,0
MATT SINATRO,10,140,252,20,48,6,1,1,21,17,35,0.19,0.244,0.234,0.996,Catcher,0
KEN SINGLETON,15,2082,7189,985,2029,317,25,246,1065,1263,1246,0.282,0.391,0.436,0.98,Outfield,0
GEORGE SISLER,15,2055,8267,1284,2812,425,164,102,1175,472,327,0.34,0.379,0.468,0.987,First base,1
SIBBY SISTI,13,1016,2999,401,732,121,19,27,260,283,440,0.244,0.313,0.324,0.973,Second base,0
TED SIZEMORE,12,1411,5011,577,1311,188,21,23,430,469,350,0.262,0.327,0.321,0.979,Second base,0
BOB SKINNER,12,1381,4318,642,1198,197,58,103,531,485,646,0.277,0.353,0.421,0.969,Outfield,0
BILL SKOWRON,14,1658,5547,681,1566,243,53,211,888,383,870,0.282,0.335,0.459,0.992,First base,0
JIMMY SLAGLE,10,1298,4996,779,1340,124,56,2,344,619,.,0.268,0.352,0.317,0.95,Outfield,0
ENOS SLAUGHTER,19,2380,7946,1247,2383,413,148,169,1304,1018,538,0.3,0.382,0.453,0.98,Outfield,2
ROY SMALLEY.JR.,13,1653,5657,745,1454,244,25,163,694,771,908,0.257,0.348,0.395,0.966,Shortstop,0
ROY SMALLEY.SR.,11,872,2644,277,601,103,33,61,305,257,541,0.227,0.3,0.36,0.947,Shortstop,0
AL SMITH,12,1517,5357,843,1458,258,46,164,676,674,768,0.272,0.36,0.429,0.961,Outfield,0
REGGIE SMITH,17,1987,7033,1123,2020,363,57,314,1092,890,1030,0.287,0.37,0.489,0.976,Outfield,0
POP SMITH,12,1093,4176,633,935,141,87,24,264,313,345,0.224,0.288,0.317,0.904,Second base,0
CHARLEY SMITH,10,771,2484,228,594,83,18,69,281,130,565,0.239,0.281,0.37,0.945,Third base,0
EARL SMITH,12,860,2264,225,686,115,19,46,355,247,106,0.303,0.374,0.432,0.952,Catcher,0
ELMER SMITH,14,1235,4688,913,1455,196,136,37,638,636,139,0.31,0.397,0.434,0.921,Outfield,0
ELMER SMITH,10,1012,3195,469,881,181,62,70,541,319,359,0.276,0.344,0.437,0.957,Outfield,0
GERMANY SMITH,15,1710,6552,907,1592,251,94,47,618,408,288,0.243,0.289,0.332,0.902,Shortstop,0
HAL SMITH,10,879,2682,269,715,148,10,58,323,196,361,0.267,0.32,0.394,0.989,Catcher,0
HARRY SMITH,10,343,1004,83,214,22,7,2,89,55,14,0.213,0.262,0.255,0.95,Catcher,0
JACK SMITH,15,1406,4532,783,1301,182,71,40,382,334,348,0.287,0.339,0.385,0.961,Outfield,0
DUKE SNIDER,18,2143,7161,1259,2116,358,85,407,1333,971,1237,0.295,0.381,0.54,0.985,Outfield,1
POP SNYDER,15,797,3122,355,737,110,39,7,142,75,118,0.236,0.256,0.303,0.904,Catcher,0
FRANK SNYDER,16,1392,4229,331,1122,170,44,47,525,281,416,0.265,0.313,0.36,0.981,Catcher,0
RUSS SNYDER,12,1365,3631,488,984,150,29,42,319,294,438,0.271,0.327,0.363,0.981,Outfield,0
JOE SOMMER,10,920,3675,617,911,109,42,11,77,238,53,0.248,0.297,0.309,0.901,Outfield,0
BILLY SOUTHWORTH,13,1192,4359,661,1296,173,91,52,561,402,148,0.297,0.359,0.415,0.965,Outfield,0
AL SPANGLER,13,912,2267,307,594,87,26,21,175,295,234,0.262,0.35,0.351,0.973,Outfield,0
TRIS SPEAKER,22,2789,10195,1882,3514,792,222,117,1529,1381,220,0.345,0.428,0.5,0.97,Outfield,1
CHRIS SPEIER,19,2260,7156,770,1759,302,50,112,720,847,988,0.246,0.329,0.349,0.97,Shortstop,0
DARYL SPENCER,10,1098,3689,457,901,145,20,105,428,449,516,0.244,0.329,0.38,0.953,Shortstop,0
JIM SPENCER,15,1553,4908,541,1227,179,27,146,599,407,582,0.25,0.31,0.387,0.995,First base,0
ROY SPENCER,12,636,1814,177,448,57,13,3,203,128,130,0.247,0.301,0.298,0.984,Catcher,0
HARRY SPILMAN,12,563,810,96,192,34,1,18,117,81,126,0.237,0.309,0.348,0.991,First base,0
MIKE SQUIRES,10,779,1580,211,411,53,10,6,141,143,108,0.26,0.323,0.318,0.995,First base,0
CHICK STAHL,10,1304,5069,858,1546,219,118,36,622,470,.,0.305,0.369,0.416,0.961,Outfield,0
LARRY STAHL,10,730,1721,167,400,58,19,36,163,142,357,0.232,0.293,0.351,0.983,Outfield,0
TUCK STAINBACK,13,817,2261,284,585,90,14,17,204,64,213,0.259,0.284,0.333,0.965,Outfield,0
OSCAR STANAGE,14,1096,3503,248,819,123,34,8,321,219,268,0.234,0.284,0.295,0.961,Catcher,0
EDDIE STANKY,11,1259,4301,811,1154,185,35,29,364,996,374,0.268,0.41,0.348,0.975,Second base,0
FRED STANLEY,14,816,1650,197,356,38,5,10,120,196,243,0.216,0.302,0.263,0.971,Shortstop,0
MICKEY STANLEY,15,1516,5022,641,1243,201,48,117,500,371,564,0.248,0.3,0.377,0.991,Outfield,0
WILLIE STARGELL,21,2360,7927,1195,2232,423,55,475,1540,937,1936,0.282,0.363,0.529,0.961,Outfield,1
JOE START,11,798,3433,590,1031,107,55,7,357,150,109,0.3,0.33,0.37,0.968,First base,0
RUSTY STAUB,23,2951,9720,1189,2716,499,47,292,1466,1255,888,0.279,0.366,0.431,0.969,Outfield,0
JOHN STEARNS,11,810,2681,334,696,152,10,46,312,323,294,0.26,0.345,0.375,0.985,Catcher,0
BILL STEIN,14,959,2811,268,751,122,18,44,311,186,413,0.267,0.316,0.37,0.95,Third base,0
HARRY STEINFELDT,14,1646,5896,758,1576,284,90,27,762,471,32,0.267,0.329,0.36,0.926,Third base,0
CASEY STENGEL,14,1277,4288,575,1219,182,89,60,535,437,453,0.284,0.356,0.41,0.964,Outfield,0
RENNIE STENNETT,11,1237,4521,500,1239,177,41,41,432,207,348,0.274,0.308,0.359,0.978,Second base,0
GENE STEPHENS,12,964,1913,283,460,78,15,37,207,233,322,0.24,0.327,0.355,0.973,Outfield,0
VERN STEPHENS,15,1720,6497,1001,1859,307,42,247,1174,692,685,0.286,0.355,0.46,0.96,Shortstop,0
RIGGS STEPHENSON,14,1310,4508,714,1515,321,54,63,773,494,247,0.336,0.407,0.473,0.978,Outfield,0
JOHN STEPHENSON,10,451,989,83,214,37,3,12,93,63,118,0.216,0.272,0.296,0.986,Catcher,0
JIMMY STEWART,10,777,1420,164,336,45,14,8,112,139,218,0.237,0.308,0.305,0.969,Outfield,0
BOB STINSON,12,652,1634,166,408,61,7,33,180,201,254,0.25,0.34,0.356,0.984,Catcher,0
SNUFFY STIRNWEISS,10,1028,3695,604,989,157,68,29,281,541,447,0.268,0.362,0.371,0.98,Second base,0
MILT STOCK,14,1628,6249,839,1806,270,58,22,696,455,321,0.289,0.339,0.361,0.945,Third base,0
JOHN STONE,11,1200,4494,739,1391,268,105,77,707,463,352,0.31,0.376,0.467,0.967,Outfield,0
GEORGE STOVALL,12,1414,5222,547,1382,231,56,15,564,172,94,0.265,0.292,0.339,0.986,First base,0
HARRY STOVEY,14,1486,6138,1492,1769,347,174,122,549,661,343,0.288,0.36,0.461,0.896,Outfield,0
SAMMY STRANG,10,903,2933,479,790,112,28,16,253,464,6,0.269,0.376,0.343,0.891,Third base,0
CUB STRICKER,11,1196,4635,790,1107,128,47,12,259,414,105,0.239,0.306,0.294,0.907,Second base,0
GEORGE STRICKLAND,10,971,2824,305,633,84,27,36,284,361,453,0.224,0.314,0.311,0.963,Shortstop,0
JOE STRIPP,11,1146,4211,575,1238,219,43,24,464,280,226,0.294,0.34,0.384,0.961,Third base,0
AMOS STRUNK,17,1512,4999,696,1418,213,96,15,530,573,331,0.284,0.359,0.374,0.98,Outfield,0
DICK STUART,10,1112,3997,506,1055,157,30,228,743,301,957,0.264,0.319,0.489,0.982,First base,0
PETE SUDER,13,1421,5085,469,1268,210,44,49,541,288,456,0.249,0.291,0.337,0.982,Second base,0
JOE SUGDEN,13,835,2726,303,696,72,25,3,283,220,34,0.255,0.318,0.303,0.957,Catcher,0
GUS SUHR,11,1435,5176,714,1446,288,114,84,818,718,433,0.279,0.368,0.428,0.992,First base,0
CLYDE SUKEFORTH,10,486,1237,122,326,50,14,2,96,95,57,0.264,0.319,0.331,0.974,Catcher,0
BILLY SULLIVAN.JR.,12,962,2840,347,820,152,32,29,388,240,119,0.289,0.346,0.395,0.972,Catcher,0
BILLY SULLIVAN.SR.,16,1147,3647,363,777,119,33,21,378,170,0,0.213,0.254,0.281,0.976,Catcher,0
HOMER SUMMA,10,840,3001,414,905,166,34,18,361,166,88,0.302,0.346,0.398,0.961,Outfield,0
CHAMP SUMMERS,11,698,1371,199,350,63,4,54,218,188,244,0.255,0.353,0.425,0.959,Outfield,0
JIM SUNDBERG,16,1962,6021,621,1493,243,36,95,624,699,963,0.248,0.328,0.348,0.993,Catcher,0
GARY SUTHERLAND,13,1031,3104,308,754,109,10,24,239,207,219,0.243,0.292,0.308,0.971,Second base,0
EZRA SUTTON,13,1031,4281,739,1231,190,73,21,518,164,174,0.288,0.315,0.381,0.871,Third base,0
BOB SWIFT,14,1001,2750,212,635,86,3,14,238,324,233,0.231,0.313,0.28,0.985,Catcher,0
PAT TABLER,12,1202,3911,454,1101,190,25,47,512,375,559,0.282,0.348,0.379,0.988,First base,0
LEE TANNEHILL,10,1090,3778,331,833,135,27,3,346,229,.,0.22,0.269,0.273,0.938,Third base,0
BENNIE TATE,10,566,1560,144,435,68,16,4,173,118,51,0.279,0.33,0.351,0.974,Catcher,0
FRANK TAVERAS,11,1150,4043,503,1029,144,44,2,214,249,474,0.255,0.302,0.313,0.953,Shortstop,0
TONY TAYLOR,19,2195,7680,1005,2007,298,86,75,598,613,1083,0.261,0.322,0.352,0.976,Second base,0
ZACK TAYLOR,16,918,2865,258,748,113,28,9,311,161,192,0.261,0.304,0.329,0.977,Catcher,0
HAWK TAYLOR,11,394,724,56,158,25,0,16,82,36,146,0.218,0.259,0.319,0.984,Catcher,0
BIRDIE TEBBETTS,14,1162,3704,357,1000,169,22,38,469,389,261,0.27,0.341,0.358,0.978,Catcher,0
PATSY TEBEAU,13,1167,4618,671,1291,196,57,27,735,319,198,0.28,0.332,0.364,0.984,First base,0
JOHNNY TEMPLE,13,1420,5218,720,1484,208,36,22,395,648,338,0.284,0.365,0.351,0.974,Second base,0
GARRY TEMPLETON,16,2079,7721,893,2096,329,106,70,728,375,1092,0.271,0.306,0.369,0.961,Shortstop,0
GENE TENACE,15,1555,4390,653,1060,179,20,201,674,984,998,0.241,0.391,0.429,0.986,Catcher,0
FRED TENNEY,17,1994,7595,1278,2231,270,77,22,688,874,43,0.294,0.371,0.358,0.983,First base,0
BILL TERRY,14,1721,6428,1120,2193,373,112,154,1078,537,449,0.341,0.393,0.506,0.992,First base,1
TOMMY THEVENOW,15,1229,4164,380,1030,124,32,2,456,210,222,0.247,0.285,0.294,0.95,Shortstop,0
PINCH THOMAS,10,481,1035,88,245,27,8,2,102,118,82,0.237,0.318,0.284,0.973,Catcher,0
DERREL THOMAS,15,1597,4677,585,1163,154,54,43,370,456,593,0.249,0.319,0.332,0.97,Second base,0
FRANK THOMAS,16,1766,6285,792,1671,262,31,286,962,484,894,0.266,0.323,0.454,0.978,Outfield,0
GEORGE THOMAS,13,685,1688,203,430,71,9,46,202,138,343,0.255,0.318,0.389,0.976,Outfield,0
IRA THOMAS,10,484,1352,124,327,46,17,3,155,82,8,0.242,0.295,0.308,0.97,Catcher,0
GORMAN THOMAS,13,1435,4677,681,1051,212,13,268,782,697,1339,0.225,0.328,0.448,0.984,Outfield,0
ROY THOMAS,13,1470,5296,1011,1537,100,53,7,299,1042,11,0.29,0.413,0.333,0.972,Outfield,0
JASON THOMPSON,11,1418,4802,640,1253,204,12,208,782,816,862,0.261,0.369,0.438,0.992,First base,0
SAM THOMPSON,15,1407,5984,1256,1979,340,160,127,1299,450,226,0.331,0.384,0.505,0.935,Outfield,2
BOBBY THOMSON,15,1779,6305,903,1705,267,74,264,1026,559,804,0.27,0.333,0.462,0.98,Outfield,0
ANDY THORNTON,14,1565,5291,792,1342,244,22,253,895,876,851,0.254,0.364,0.452,0.992,Designated hitter,0
MIKE TIERNAN,13,1476,5906,1313,1834,256,162,106,851,747,318,0.311,0.392,0.463,0.924,Outfield,0
JOE TINKER,15,1804,6434,774,1687,263,114,31,782,416,149,0.262,0.308,0.353,0.938,Shortstop,2
JOHN TITUS,11,1402,4960,738,1401,253,72,38,561,620,116,0.282,0.372,0.385,0.959,Outfield,0
